material_id,material_name,material_type,product_category,strength_score,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,cost_per_unit,recycled_content_percent
510,Tinplate,Metal,E-commerce,9.45143901677672,16.26,0.07,5.36,94.86,144.37,5.1
511,HDPE,Plastic,Cosmetics,7.22683039187158,7.86,0.14,3.61,42.46,71.62,86.24
512,Aluminum,Metal,Automotive,8.836486072581238,12.53,0.08,11.043963040112375,66.72,174.85,33.64
513,HDPE,Plastic,Pharmaceuticals,7.8654569667080265,7.19,0.19,4.73,40.79,,54.89
514,Kraft Paper,Fiber,Automotive,6.598191668501225,26.31,0.94,0.6247179484581673,92.13,59.78,78.1
515,Tinplate,Metal,Automotive,8.090437340212379,29.78,0.02,4.78,67.84,120.7,12.29
516,Aluminum,Metal,Retail,8.052733948994504,9.29,0.01,10.982935130924929,91.7,169.57,33.8
517,Bioplastic PHA,Bioplastic,Retail,5.752926733756099,10.8,0.92,1.3037208402478562,80.29,80.11,71.47
518,Bioplastic PHA,Bioplastic,Cosmetics,6.621106661563665,12.31,0.55,2.43711022017907,64.7,149.42,13.33
519,HDPE,Plastic,E-commerce,7.974552258629889,15.81,0.19,3.73,86.2,30.93,25.34
520,Steel,Metal,Food,8.300833782207057,3.54,0.03,2.057558525911459,84.75,197.79,79.92
521,Molded Pulp,Fiber,Pharmaceuticals,5.782392146056406,3.2,0.43,0.8288521314366554,94.09,57.09,29.46
522,Glass,Glass,Automotive,7.761781713262043,23.06,0.02,1.1191104402659557,71.6,,85.43
523,Aluminum,Metal,Cosmetics,9.939828795629207,19.94,0.07,9.222416861960859,59.56,241.24,52.67
524,Bioplastic PHA,Bioplastic,Electronics,6.684237846271417,25.83,0.58,2.314976142742301,76.43,142.37,65.85
525,Compostable Film,Bioplastic,Cosmetics,6.676657409422276,11.91,0.87,1.64,73.62,78.02,78.42
526,Rigid PVC,Plastic,Cosmetics,6.93738631958994,4.99,0.12,3.75,46.17,20.27,89.69
527,Rigid PVC,Plastic,Retail,6.829639004675331,19.74,0.1,4.03,75.75,51.17,40.73
528,Aluminum,Metal,Electronics,8.546814143861413,21.22,0.1,11.985337350508988,67.69,,57.36
529,Glass,Glass,Cosmetics,7.112750993301854,4.28,0.04,1.2946476244054788,82.59,105.06,10.27
530,Corrugated Cardboard,Fiber,Retail,6.594167128765159,17.69,0.75,0.9140274416681797,86.57,58.63,12.14
531,HDPE,Plastic,Automotive,7.625802018260155,13.44,0.36,3.9,90.46,43.44,60.3
532,Aluminum,Metal,Automotive,9.99943534657226,21.73,0.08,10.888283752810949,67.66,194.51,79.58
533,Paperboard,Fiber,Food,6.989910511221716,9.47,0.47,1.220337046325552,96.31,25.94,69.99
534,Steel,Metal,Automotive,9.110863411205255,18.45,0.1,2.215131033930749,91.91,122.37,75.73
535,Kraft Paper,Fiber,Cosmetics,6.3069622455415315,17.73,0.41,0.8740679887244805,72.88,41.64,59.93
536,Aluminum,Metal,E-commerce,9.889531459764855,4.29,0.02,9.650487363394495,83.62,,80.18
537,Tinplate,Metal,Food,9.699294781354823,2.79,0.03,5.01,43.95,132.73,89.18
538,Compostable Film,Bioplastic,Electronics,5.494696203486395,5.36,0.55,,49.55,85.66,6.29
539,Corrugated Cardboard,Fiber,Electronics,5.35163240593028,25.49,0.89,1.0869327025477649,56.44,85.35,53.87
540,Compostable Film,Bioplastic,Retail,5.25831883030299,2.22,0.49,2.48,54.16,105.78,39.66
541,Glass,Glass,E-commerce,8.908102054517444,17.9,0.03,1.002574610883423,67.52,80.88,
542,Steel,Metal,Retail,9.212349268901761,19.9,0.02,2.2337125362218884,46.59,237.63,75.0
543,Paperboard,Fiber,Electronics,4.6859284165103885,18.12,0.67,0.8488451073089502,74.17,50.89,45.64
544,Paperboard,Fiber,Pharmaceuticals,6.01510205321757,16.34,0.85,1.155938131893959,49.63,15.32,67.17
545,Bioplastic PHA,Bioplastic,Cosmetics,6.236256480915792,18.7,0.45,1.1394859597346982,79.0,58.69,9.99
546,Steel,Metal,Cosmetics,8.71632543606568,9.45,0.07,2.2117415868638735,41.29,248.28,8.73
547,Compostable Film,Bioplastic,Automotive,5.227115184399258,16.31,0.64,1.47,45.62,59.69,76.78
548,Paperboard,Fiber,Food,6.014719586778399,5.28,0.95,0.9366810229202867,56.27,,75.42
549,Molded Pulp,Fiber,Retail,5.56092310271138,17.74,0.9,1.0496278681336593,63.16,46.87,93.04
550,Aluminum,Metal,Automotive,9.54463678347128,26.21,0.03,8.259414377931874,61.58,178.28,
551,Kraft Paper,Fiber,Electronics,5.560490503335981,27.25,0.79,1.0059886511996918,79.19,65.67,56.17
552,Glass,Glass,Pharmaceuticals,8.70436300063708,9.13,0.01,1.449187670367619,95.06,185.55,86.63
553,Recycled PET,Plastic,Electronics,7.103813677548971,13.89,0.3,2.8409901416242564,64.27,42.2,58.44
554,Aluminum,Metal,Retail,9.121875943070773,10.49,0.06,10.41395066638582,52.19,211.34,7.27
555,Compostable Film,Bioplastic,Retail,6.75330720531669,12.15,0.56,2.39,72.91,127.59,71.15
556,Rigid PVC,Plastic,E-commerce,6.8069657324247945,7.71,0.37,2.65,80.25,26.45,33.71
557,Recycled PET,Plastic,Automotive,6.268030456901282,14.85,0.13,3.0147019058395434,46.07,21.57,56.65
558,Corrugated Cardboard,Fiber,Cosmetics,4.086348028940017,11.91,0.64,1.163492299776539,92.0,27.67,7.03
559,LDPE,Plastic,Automotive,7.510274511347238,27.81,0.28,4.53,64.92,77.49,87.17
560,Corrugated Cardboard,Fiber,Food,5.860928654060394,3.42,0.52,0.78887450408975,57.77,59.96,57.92
561,Compostable Film,Bioplastic,Automotive,6.408159536198447,11.63,0.45,1.34,70.05,63.54,30.5
562,Bioplastic PLA,Bioplastic,E-commerce,5.425928323017821,2.25,0.79,2.237574115270093,86.32,,6.81
563,Molded Pulp,Fiber,Electronics,4.4091144267603095,16.46,0.74,0.9487789775844175,79.39,93.86,94.73
564,Compostable Film,Bioplastic,E-commerce,5.029089331335764,17.84,0.43,1.46,92.05,68.18,24.86
565,Rigid PVC,Plastic,Food,6.701175117613194,5.5,0.3,3.1,83.97,78.4,33.13
566,Steel,Metal,Pharmaceuticals,9.179835373709267,19.58,0.06,1.853940795394032,57.6,217.28,73.93
567,Recycled PET,Plastic,Retail,6.784488090199464,9.08,0.14,2.087826393865969,82.3,61.76,23.61
568,Glass,Glass,Cosmetics,7.874949844047459,9.69,0.06,1.2673906549568486,53.47,128.64,29.22
569,Tinplate,Metal,Automotive,9.808317388987497,28.19,0.04,5.5,92.03,226.92,21.45
570,Glass,Glass,Pharmaceuticals,7.696510934046601,8.11,0.01,1.6279175816891742,46.32,109.82,33.52
571,Bioplastic PLA,Bioplastic,Cosmetics,6.027978978319622,7.44,0.92,2.0615214021113735,84.35,56.14,67.13
572,Aluminum,Metal,Automotive,9.567306025482287,16.63,0.05,11.154459858689625,69.61,117.99,33.09
573,Molded Pulp,Fiber,Cosmetics,5.1896283469638105,4.47,0.97,0.9620883395091266,78.41,,78.08
574,Bioplastic PLA,Bioplastic,Automotive,6.244173400455747,,0.82,1.660298496933236,79.31,67.75,83.57
575,Glass,Glass,E-commerce,8.72472741749349,14.91,0.05,1.1179620213650272,62.24,100.19,80.28
576,Bioplastic PHA,Bioplastic,Electronics,6.899041247315284,23.01,0.71,1.4922891304139674,66.73,131.16,79.66
577,Bioplastic PLA,Bioplastic,Retail,5.294146961858075,17.1,0.8,1.6510290492608128,61.05,136.72,70.28
578,Aluminum,Metal,Food,9.85317525032299,8.98,0.0,8.354401718718469,79.39,,29.35
579,Molded Pulp,Fiber,Automotive,5.476348879238614,15.97,0.87,0.7544283668978479,48.08,10.96,53.98
580,Corrugated Cardboard,Fiber,Food,4.774733164896875,4.21,0.61,1.0187577058446171,65.56,89.19,50.5
581,Rigid PVC,Plastic,Electronics,6.918271512476522,29.57,0.17,2.68,78.46,63.58,42.36
582,Bioplastic PHA,Bioplastic,E-commerce,6.960065150570954,5.52,0.89,2.103494671358785,64.3,90.38,28.1
583,Paperboard,Fiber,Pharmaceuticals,5.477854281978608,7.78,0.76,1.2988432579750648,65.25,92.86,36.05
584,Recycled PET,Plastic,E-commerce,6.657503220575016,9.54,0.17,3.3996699970153363,93.07,85.95,71.81
585,Aluminum,Metal,E-commerce,9.266801708633452,3.22,0.07,10.570260798140765,64.97,117.87,51.12
586,Paperboard,Fiber,Cosmetics,4.7204368563345795,13.18,0.83,0.8948736373058503,42.06,99.49,25.95
587,Aluminum,Metal,Food,8.151726656217328,1.35,0.04,10.54470945883293,59.79,166.63,65.8
588,Compostable Film,Bioplastic,Electronics,5.257759443821298,26.65,0.41,2.56,66.72,148.77,48.49
589,Compostable Film,Bioplastic,Retail,5.256091677915545,6.47,0.72,2.98,89.74,50.71,68.57
590,Kraft Paper,Fiber,Electronics,4.455708080536883,15.09,0.54,1.1499561326561625,59.57,,5.05
591,Corrugated Cardboard,Fiber,Automotive,4.41648151794823,14.67,0.44,0.6828353336463711,72.22,36.22,
592,Kraft Paper,Fiber,E-commerce,5.922624234409644,18.3,0.7,0.8869334227874017,46.19,95.81,10.42
593,Aluminum,Metal,Food,8.36376016879829,3.88,0.02,11.359209142542468,47.1,195.24,16.15
594,LDPE,Plastic,Food,6.691334566647726,2.71,0.35,3.86,44.52,95.99,27.23
595,Bioplastic PHA,Bioplastic,Pharmaceuticals,6.793576819812023,10.69,0.53,1.575749427899566,88.51,95.27,6.29
596,HDPE,Plastic,Retail,6.947923280525744,12.91,0.25,4.7,95.25,77.91,45.09
597,Molded Pulp,Fiber,Food,6.002673215563082,3.79,0.7,1.0003105898590305,82.89,,19.02
598,Bioplastic PHA,Bioplastic,Food,5.34463974240326,4.4,0.65,1.8816540412932974,55.89,,90.83
599,Compostable Film,Bioplastic,Electronics,5.3845780376173416,9.48,0.64,2.9,48.19,123.99,
600,Aluminum,Metal,Automotive,8.081737232532959,25.5,0.03,8.737905012534558,51.14,121.9,89.43
601,Aluminum,Metal,Retail,8.33787012614433,13.26,0.08,9.448941766609153,59.42,147.06,62.21
602,Aluminum,Metal,Food,8.557180678063917,6.37,0.08,9.338045154967729,47.67,129.5,
603,Compostable Film,Bioplastic,Cosmetics,5.354020968553494,12.82,0.82,1.73,87.79,62.45,47.21
604,Paperboard,Fiber,Food,4.266107601271167,1.99,0.93,0.6183376959724454,79.66,12.28,67.1
605,Corrugated Cardboard,Fiber,Cosmetics,4.361907613301803,12.98,0.54,0.6169342347239486,44.67,23.24,31.82
606,Corrugated Cardboard,Fiber,E-commerce,5.382336304098177,9.15,0.55,1.1821879305730416,59.88,20.03,56.34
607,Kraft Paper,Fiber,Food,4.6190011552173775,5.92,0.93,0.7911495669809687,71.0,27.59,19.96
608,Bioplastic PHA,Bioplastic,E-commerce,5.728539722096151,8.7,0.86,1.777118149358223,95.22,121.17,58.77
609,HDPE,Plastic,Pharmaceuticals,7.006834541709714,6.63,0.24,3.07,83.15,92.73,43.14
610,Compostable Film,Bioplastic,Automotive,6.380789657258731,18.9,0.69,1.7,92.75,102.59,73.6
611,Corrugated Cardboard,Fiber,Retail,4.117936419523296,16.33,0.9,0.8091079015121412,85.89,64.12,35.53
612,Bioplastic PLA,Bioplastic,E-commerce,6.598820797818085,10.03,0.41,2.4110188676730107,62.47,104.18,46.78
613,Glass,Glass,Pharmaceuticals,8.255800778981815,15.49,0.05,1.207437407092619,56.93,169.83,48.43
614,Tinplate,Metal,Cosmetics,8.163518063897744,14.87,0.1,4.85,67.56,234.69,52.25
615,Rigid PVC,Plastic,Automotive,7.747157248213554,18.93,0.14,3.01,40.05,13.53,92.96
616,Tinplate,Metal,E-commerce,9.841744801063626,17.1,0.06,,82.23,190.04,70.81
617,Paperboard,Fiber,Pharmaceuticals,4.183233879564591,7.57,0.96,0.9007597689172546,68.84,26.06,14.73
618,Bioplastic PLA,Bioplastic,Cosmetics,5.5537552962944075,7.86,0.52,2.309095375726903,73.87,62.77,81.63
619,Bioplastic PHA,Bioplastic,Retail,6.612402559586123,5.27,0.66,2.2629003501877127,80.98,98.89,62.18
620,Rigid PVC,Plastic,Automotive,7.4965193807673165,,0.2,3.9,89.76,70.02,44.19
621,Kraft Paper,Fiber,Retail,4.553563058069132,18.74,0.72,0.7302709924923941,43.06,,15.92
622,Kraft Paper,Fiber,Retail,4.628047970010131,12.16,0.76,1.1618503168569974,62.02,65.55,92.28
623,Bioplastic PHA,Bioplastic,Cosmetics,5.740944205582764,15.72,0.76,1.687280330106839,78.67,108.57,59.22
624,Recycled PET,Plastic,Food,6.969045970382043,4.01,0.26,2.724453308128033,86.7,26.72,12.65
625,LDPE,Plastic,E-commerce,7.236509543060592,9.88,0.18,3.9,60.13,93.96,88.04
626,Aluminum,Metal,Electronics,8.737827279139545,23.43,0.0,8.533919889663775,59.51,238.08,
627,Corrugated Cardboard,Fiber,Cosmetics,5.3876041483994435,10.73,0.45,0.6564210596299872,70.04,65.28,26.29
628,Steel,Metal,Electronics,9.494941876267513,6.87,0.01,2.309557514881636,53.91,129.24,50.44
629,Bioplastic PLA,Bioplastic,Food,5.073366405781195,,0.47,1.7446917285329495,43.06,131.76,15.62
630,Aluminum,Metal,Electronics,8.504873888688042,11.56,0.04,9.747402810460718,66.05,,56.38
631,Kraft Paper,Fiber,Automotive,6.140048757653657,12.13,0.62,1.1106557600566778,84.46,96.96,92.31
632,Bioplastic PLA,Bioplastic,Electronics,6.790413675374399,22.52,0.57,2.1482693484866644,66.43,,73.2
633,Glass,Glass,Electronics,8.023354884231333,15.48,0.01,1.1271265341354828,71.74,99.75,10.75
634,Molded Pulp,Fiber,E-commerce,5.596340455795946,11.28,0.46,1.027157604634349,92.56,76.91,52.95
635,Bioplastic PHA,Bioplastic,Automotive,5.214344022679552,10.21,0.64,1.2030311234165283,60.06,43.87,72.16
636,Recycled PET,Plastic,Retail,6.894824733646909,13.68,0.37,3.127062629043569,47.61,37.87,23.16
637,Tinplate,Metal,Retail,9.065234532910047,14.18,0.03,4.37,83.87,,25.32
638,Compostable Film,Bioplastic,E-commerce,5.484941007269459,7.87,0.68,1.3,97.11,63.0,16.73
639,Kraft Paper,Fiber,E-commerce,4.8077296928481426,17.09,0.89,1.0598686093869976,40.51,44.39,32.16
640,Corrugated Cardboard,Fiber,Pharmaceuticals,5.131852489313868,9.25,0.78,1.2696302347584205,47.0,97.93,21.82
641,Aluminum,Metal,Food,8.040142395555453,8.32,0.01,8.275832065425686,76.45,132.27,61.47
642,Bioplastic PHA,Bioplastic,Cosmetics,5.644158331166357,16.36,0.84,1.0855820817268815,62.46,71.1,32.4
643,Bioplastic PLA,Bioplastic,Retail,5.422896013993089,14.92,0.99,1.4232806120398003,86.51,87.8,83.26
644,Paperboard,Fiber,Cosmetics,4.982492056533744,5.94,0.6,0.7831939786151342,62.84,64.74,45.01
645,Tinplate,Metal,Pharmaceuticals,8.239524263638502,3.05,0.03,4.95,49.75,153.22,41.0
646,HDPE,Plastic,Cosmetics,7.78105456147979,14.13,0.1,3.35,86.15,16.97,30.41
647,Bioplastic PLA,Bioplastic,Retail,6.187184907108097,18.81,0.48,1.3704681986079996,69.46,122.54,32.96
648,HDPE,Plastic,Food,7.35820463828898,5.2,0.21,3.84,81.61,49.92,89.5
649,Kraft Paper,Fiber,Pharmaceuticals,6.367513715822015,15.62,0.81,1.2343782063647257,97.81,48.42,15.0
650,Bioplastic PHA,Bioplastic,Pharmaceuticals,5.996884397858114,5.67,0.9,1.374319299774259,43.17,146.9,51.14
651,Tinplate,Metal,Electronics,8.173840576174847,26.45,0.03,4.39,47.49,144.68,75.2
652,Rigid PVC,Plastic,Pharmaceuticals,7.074213083637096,4.99,0.2,4.85,59.9,98.93,
653,Rigid PVC,Plastic,Retail,7.173682236041758,10.29,0.31,4.96,42.91,18.7,
654,Aluminum,Metal,Automotive,9.49087894836866,10.79,0.0,9.087798904514525,47.8,170.16,59.53
655,Glass,Glass,Cosmetics,7.863319092459359,16.1,0.0,1.607518609934371,91.81,131.94,53.2
656,Compostable Film,Bioplastic,Pharmaceuticals,5.2551606055911275,17.97,0.94,1.67,75.67,141.96,91.59
657,Aluminum,Metal,Pharmaceuticals,8.567551811597449,,0.1,9.79895936980216,73.63,142.38,30.11
658,Corrugated Cardboard,Fiber,Electronics,5.0892468891959055,25.51,0.64,1.143697389868627,82.34,42.2,10.75
659,Bioplastic PLA,Bioplastic,Pharmaceuticals,6.291834482663202,17.65,0.68,1.098049236346578,62.79,68.46,36.25
660,Recycled PET,Plastic,Electronics,7.141556609337824,28.44,0.3,2.7313567905100764,75.39,94.81,75.94
661,HDPE,Plastic,Retail,6.7121934517956925,14.39,0.32,3.03,90.3,96.03,26.3
662,Aluminum,Metal,Pharmaceuticals,9.97303049758596,3.0,0.01,8.13445440073313,89.01,108.86,29.45
663,Steel,Metal,Automotive,9.211549638713775,11.81,0.07,1.8438572424187483,89.41,222.58,
664,Corrugated Cardboard,Fiber,Retail,4.711680375207983,6.31,0.42,1.2345062173410877,69.8,81.7,35.42
665,Bioplastic PLA,Bioplastic,Electronics,5.2035649452408075,23.76,0.54,1.2088680566763927,50.75,60.03,51.16
666,Kraft Paper,Fiber,Cosmetics,4.458577417552996,13.78,0.92,0.972694477592652,66.11,93.32,64.4
667,Bioplastic PLA,Bioplastic,Food,5.491915456769016,,0.75,1.6166434039010598,47.22,105.96,54.53
668,Kraft Paper,Fiber,Pharmaceuticals,4.482044119778667,17.07,0.59,0.8431403283811899,49.32,25.57,29.01
669,Bioplastic PLA,Bioplastic,E-commerce,5.373134048102612,2.89,0.63,2.3497500185309086,58.31,94.01,33.87
670,Paperboard,Fiber,Food,4.855285506081541,,0.65,0.6152763777428426,73.44,98.5,26.74
671,Kraft Paper,Fiber,Electronics,4.520120785884265,20.18,0.45,1.0646527803229124,43.72,63.65,71.56
672,Kraft Paper,Fiber,Food,6.690296273879276,1.27,0.91,1.2743761039494852,52.62,22.04,90.8
673,Molded Pulp,Fiber,E-commerce,4.240701236984926,8.26,0.77,0.9921177284232894,47.29,36.08,26.49
674,Glass,Glass,Cosmetics,8.04902277914051,14.67,0.02,1.7494579696264734,62.67,197.17,90.92
675,Molded Pulp,Fiber,Pharmaceuticals,5.231190480968984,3.22,0.59,0.6365805155002167,69.34,80.0,82.25
676,Kraft Paper,Fiber,E-commerce,6.947135850725819,14.37,0.59,0.8931553233519129,80.69,10.88,
677,Bioplastic PLA,Bioplastic,Pharmaceuticals,5.224077804336105,15.79,0.58,1.3902366864430769,57.05,89.1,70.43
678,Bioplastic PLA,Bioplastic,Retail,5.7957111980914835,6.05,0.8,2.096231447471095,93.08,57.2,72.66
679,Rigid PVC,Plastic,Cosmetics,7.9389408665507375,8.01,0.27,4.72,73.02,66.86,51.69
680,Steel,Metal,Retail,9.731014251787961,10.86,0.03,2.486907963348073,69.24,,28.23
681,Recycled PET,Plastic,Pharmaceuticals,7.63414414189856,18.7,0.36,2.3847950936663715,46.16,79.83,77.72
682,Glass,Glass,Pharmaceuticals,7.515805654089879,13.59,0.08,1.5233396811792597,77.49,135.0,52.58
683,Aluminum,Metal,Food,8.341775174780132,1.73,0.04,8.792390531038961,71.63,120.01,67.25
684,Paperboard,Fiber,Retail,6.005929659773293,3.88,0.49,0.995731178200127,70.63,52.05,14.6
685,Aluminum,Metal,Pharmaceuticals,9.858751978255171,16.91,0.06,9.855729946753344,46.52,107.4,28.17
686,Compostable Film,Bioplastic,Retail,6.11352578602786,8.93,0.97,2.22,88.43,,15.13
687,Recycled PET,Plastic,E-commerce,7.1432253789398,5.07,0.23,3.4580079944473057,85.77,64.26,63.88
688,Glass,Glass,Food,7.559958187320568,3.01,0.04,1.4868218181571733,41.26,91.01,66.29
689,HDPE,Plastic,Electronics,7.538985866383873,18.48,0.18,4.42,83.6,62.95,24.14
690,Paperboard,Fiber,Food,4.56113124567257,,0.9,0.8446544604607731,66.89,80.58,90.22
691,Paperboard,Fiber,Pharmaceuticals,4.971037709212731,18.77,0.6,0.6798670494215533,96.9,69.56,78.52
692,Bioplastic PHA,Bioplastic,E-commerce,5.850872877232834,7.52,0.43,1.226870243102402,78.68,51.28,6.07
693,Molded Pulp,Fiber,Pharmaceuticals,5.522831136053365,19.51,0.99,0.7577218509658645,90.42,,50.09
694,Kraft Paper,Fiber,Cosmetics,4.727229197245241,18.88,0.61,0.7756766629382086,78.96,40.05,27.88
695,Glass,Glass,Retail,7.229673649478407,14.97,0.05,1.6804928462729103,76.65,143.25,57.43
696,Kraft Paper,Fiber,Food,5.831860127324898,7.55,0.92,0.9928559517977675,63.27,95.3,40.69
697,Rigid PVC,Plastic,Automotive,6.5772611064805115,21.46,0.35,3.32,60.28,63.67,29.68
698,Compostable Film,Bioplastic,E-commerce,6.162476442845224,13.26,0.75,2.48,79.16,,
699,HDPE,Plastic,Food,6.308725430548405,7.09,0.36,4.91,76.44,26.57,14.51
700,Molded Pulp,Fiber,Automotive,5.4434203055644526,22.37,0.87,0.9663736379620564,88.4,15.06,72.28
701,Aluminum,Metal,Pharmaceuticals,9.06517886510317,7.65,0.1,8.45907548747687,73.63,124.98,69.1
702,HDPE,Plastic,Automotive,6.103647073644854,10.96,0.25,2.54,93.43,97.85,25.01
703,Steel,Metal,Cosmetics,8.673208556387841,6.19,0.02,2.4020977853446044,74.43,213.22,32.85
704,HDPE,Plastic,E-commerce,6.2688293538779485,19.71,0.19,3.24,60.56,60.81,27.71
705,Molded Pulp,Fiber,Pharmaceuticals,4.1901249114183035,18.12,0.46,1.1059700122459386,92.61,25.19,
706,Paperboard,Fiber,E-commerce,6.9698806971698355,14.18,0.58,0.6473678533300011,57.62,18.37,17.95
707,Recycled PET,Plastic,Food,6.6447076899494455,1.97,0.23,3.061752645844653,82.55,85.6,54.05
708,Bioplastic PLA,Bioplastic,Pharmaceuticals,6.6197488917092695,4.97,0.47,1.8153073260139692,53.3,64.01,9.92
709,Tinplate,Metal,Retail,8.509281309527527,5.1,0.04,,48.15,163.72,35.76
710,Paperboard,Fiber,Pharmaceuticals,6.044508166671788,10.41,0.81,0.6572077420227448,47.64,89.83,29.75
711,Recycled PET,Plastic,Cosmetics,7.520455719779373,16.71,0.23,2.687450962292985,52.63,17.05,56.61
712,Compostable Film,Bioplastic,Food,6.191277481215689,9.46,0.97,1.48,76.2,92.15,83.81
713,Kraft Paper,Fiber,Electronics,5.414728565650475,9.06,0.61,0.9392874009910329,85.9,71.25,31.96
714,Paperboard,Fiber,Electronics,5.235522742441805,27.45,0.96,0.716042178114293,90.38,25.66,9.16
715,Compostable Film,Bioplastic,Food,5.69773653308599,2.6,0.4,2.61,44.45,85.51,66.1
716,Bioplastic PLA,Bioplastic,E-commerce,6.8590582884956515,15.86,0.78,2.4185472205004235,59.97,46.79,71.09
717,Molded Pulp,Fiber,Automotive,6.491858223363187,25.63,0.52,1.1949827600364635,45.37,45.95,42.7
718,Bioplastic PLA,Bioplastic,Electronics,6.930053821333026,27.65,0.48,2.0035335059936625,41.07,55.8,64.22
719,Tinplate,Metal,Pharmaceuticals,8.24859444697109,6.39,0.03,4.97,43.66,191.67,93.54
720,Tinplate,Metal,Electronics,9.461734950407289,17.5,0.01,5.16,57.39,105.16,
721,Steel,Metal,E-commerce,9.876680913642076,9.03,0.09,2.1236068927004252,81.47,137.32,86.92
722,Paperboard,Fiber,E-commerce,4.543699198496981,2.52,0.79,0.888235879109156,66.08,41.07,20.55
723,Kraft Paper,Fiber,Food,4.1994888021003325,9.64,0.91,1.055681427005668,63.59,78.61,17.95
724,Aluminum,Metal,Cosmetics,9.482241298580117,12.56,0.05,10.181727477627621,40.43,163.4,69.63
725,Molded Pulp,Fiber,E-commerce,5.723419339539736,6.19,0.89,0.6435911741173199,52.22,31.3,61.52
726,Bioplastic PHA,Bioplastic,Electronics,6.683657553516544,11.46,0.92,1.7687539731554975,65.99,93.67,23.38
727,Kraft Paper,Fiber,Food,4.419317129878868,9.96,0.69,1.1644825320629877,72.82,92.51,77.07
728,Glass,Glass,Food,8.59053462371978,6.28,0.05,1.3673919020775664,66.91,109.5,87.34
729,Glass,Glass,Automotive,7.403254640095489,20.66,0.06,1.0415652620434148,47.5,125.1,13.92
730,Rigid PVC,Plastic,E-commerce,6.327311885731409,16.0,0.17,2.91,63.57,93.39,68.94
731,Paperboard,Fiber,Cosmetics,4.492797393792979,3.52,0.99,1.1503947395688232,56.55,62.72,14.85
732,Aluminum,Metal,Electronics,9.629149440462765,21.2,0.02,8.805455128543898,85.06,201.01,60.3
733,Paperboard,Fiber,Pharmaceuticals,5.9955916620886,7.96,0.55,0.7810345844216271,62.58,75.94,66.63
734,Kraft Paper,Fiber,E-commerce,5.569196274307358,7.06,0.65,0.7152944474026071,41.14,89.15,91.9
735,Molded Pulp,Fiber,Food,5.076491452370508,9.98,0.91,0.8311505454100483,96.86,68.51,71.78
736,Corrugated Cardboard,Fiber,E-commerce,6.631601622439325,7.56,0.62,1.1297260539820444,87.03,46.03,
737,Glass,Glass,Retail,7.784890214845271,10.71,0.09,1.41550868760315,45.07,192.38,79.3
738,LDPE,Plastic,Food,7.633198878943154,8.25,0.36,3.22,95.23,14.49,18.49
739,Steel,Metal,Retail,8.878269817140437,13.61,0.0,1.9434168919054988,42.59,121.46,6.26
740,Recycled PET,Plastic,Cosmetics,6.753888858849815,,0.35,3.316745117228061,71.44,51.36,49.91
741,Glass,Glass,Pharmaceuticals,7.925359571339213,11.06,0.08,1.7036654839612235,48.66,157.79,20.51
742,Rigid PVC,Plastic,Cosmetics,6.602755748328284,4.83,0.39,3.8,44.23,66.41,27.79
743,Tinplate,Metal,Automotive,9.495218760352502,29.58,0.05,4.91,83.7,119.87,54.22
744,LDPE,Plastic,Food,7.0054407801849585,3.67,0.1,4.91,93.22,78.81,12.12
745,LDPE,Plastic,Electronics,6.464425390293634,5.4,0.28,4.9,92.37,72.71,13.7
746,Bioplastic PHA,Bioplastic,Automotive,6.799149146549137,25.26,0.88,2.30586763756901,64.24,44.9,31.02
747,Molded Pulp,Fiber,Food,5.151673664119635,7.83,0.46,0.7671573479670775,87.25,94.25,51.22
748,Corrugated Cardboard,Fiber,Food,5.630658583341965,,0.91,0.9158675409266916,67.37,54.13,81.21
749,Aluminum,Metal,Food,9.812944221929094,9.41,0.07,11.9399586245635,92.68,190.69,52.5
750,Recycled PET,Plastic,Pharmaceuticals,7.248475991827984,15.92,0.13,3.1580187144649856,49.89,50.26,23.94
751,Aluminum,Metal,Cosmetics,8.233796081416727,11.93,0.04,8.108669684902239,96.0,156.6,28.24
752,Recycled PET,Plastic,Automotive,7.87966424722695,25.19,0.16,2.097806886890738,41.23,47.7,74.83
753,Corrugated Cardboard,Fiber,Retail,5.883124159214254,5.69,0.85,0.924751963768633,89.45,27.84,83.7
754,Kraft Paper,Fiber,Retail,5.004716843971258,7.75,0.94,1.2364541441030923,50.35,54.37,12.37
755,Steel,Metal,E-commerce,8.278544145326775,15.23,0.03,2.1770912585669002,47.38,237.2,49.42
756,Molded Pulp,Fiber,Pharmaceuticals,6.3820755678108885,11.51,0.52,0.9484687556240032,62.24,85.34,82.88
757,Aluminum,Metal,Pharmaceuticals,9.240145511857026,4.07,0.06,8.421894799826521,51.64,232.02,22.55
758,LDPE,Plastic,Food,7.066922183952643,6.75,0.31,2.78,89.27,57.96,47.42
759,Paperboard,Fiber,Cosmetics,6.681677749152873,4.12,0.85,1.0597460733070059,41.59,46.33,94.42
760,HDPE,Plastic,Retail,7.577194422449061,5.12,0.32,3.76,79.44,28.26,72.11
761,Tinplate,Metal,Cosmetics,8.303349759465503,10.88,0.09,4.03,82.34,233.31,10.55
762,Steel,Metal,Electronics,8.623444135591097,19.16,0.06,2.3754722124201577,66.68,,38.25
