material_id,material_name,material_type,product_category,strength_score,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,cost_per_unit,recycled_content_percent,norm_co2,norm_cost,norm_strength,norm_recyclability,norm_biodegradability,co2_impact_index,cost_efficiency_index,material_suitability_score
662,Aluminum,Metal,Pharmaceuticals,9.97303049758596,3.0,0.01,8.13445440073313,89.01,108.86,29.45,0.6617654161924047,0.4121303132690944,0.9955876097487938,0.8454372951526653,0.01,0.3382345838075953,0.7509568559380609,0.5593558091322063
663,Steel,Metal,Automotive,9.211549638713777,11.81,0.07,1.8438572424187485,89.41,222.58,,0.10924342591286368,0.8864973094731574,0.8683401212321624,0.8523374159047783,0.07,0.8907565740871364,0.41543766280897054,0.6388878832325555
664,Corrugated Cardboard,Fiber,Retail,4.711680375207983,6.31,0.42,1.2345062173410877,69.8,81.7,35.42,0.055722300226124614,0.29883619071455386,0.11638811119430004,0.5140589960324305,0.42,0.9442776997738754,0.46725353004898773,0.5775473027703256
665,Bioplastic PLA,Bioplastic,Electronics,5.203564945240808,23.76,0.54,1.2088680566763927,50.75,60.03,51.16,0.05347042378243263,0.20844283151879198,0.1985846305782051,0.18544074521304124,0.54,0.9465295762175674,0.5543681533200069,0.5604975232957007
666,Kraft Paper,Fiber,Cosmetics,4.458577417552996,13.78,0.92,0.972694477592652,66.11,93.32,64.4,0.03272659093433508,0.34730738747757894,0.07409326514205744,0.4504053820941866,0.92,0.967273409065665,0.4212528735702756,0.6309856440453115
667,Bioplastic PLA,Bioplastic,Food,5.491915456769016,,0.75,1.6166434039010598,47.22,105.96,54.53,0.08928655391527938,0.40003337087556834,0.2467695297479546,0.12454717957564256,0.75,0.9107134460847206,0.4586877893738408,0.5499723700588003
668,Kraft Paper,Fiber,Pharmaceuticals,4.482044119778667,17.07,0.59,0.8431403283811899,49.32,25.57,29.01,0.021347461962981498,0.06469778500813415,0.07801467549294526,0.16077281352423667,0.59,0.9786525380370185,0.5923871991922977,0.5701485914633219
669,Bioplastic PLA,Bioplastic,E-commerce,5.373134048102612,2.89,0.63,2.3497500185309086,58.31,94.01,33.87,0.1536775037104049,0.350185625495349,0.2269205266388632,0.31585302742798005,0.63,0.8463224962895951,0.48065683535833587,0.5544236158759448
670,Paperboard,Fiber,Food,4.855285506081541,,0.65,0.6152763777428426,73.44,98.5,26.74,0.0013334886705962253,0.3689150294080841,0.14038528988744128,0.5768500948766603,0.65,0.9986665113294038,0.43480509831012604,0.6352097759404288
671,Kraft Paper,Fiber,Electronics,4.520120785884265,20.18,0.45,1.0646527803229124,43.72,63.65,71.56,0.040803564100562545,0.2235431527134693,0.08437748826305182,0.06417112299465239,0.45,0.9591964358994375,0.4996251036771392,0.5014371801143517
672,Kraft Paper,Fiber,Food,6.690296273879276,1.27,0.91,1.2743761039494852,52.62,22.04,90.8,0.059224191786924264,0.04997288616360072,0.4470253175160686,0.21769880972917022,0.91,0.9407758082130757,0.748826395308267,0.6941816349884303
673,Molded Pulp,Fiber,E-commerce,4.240701236984926,8.26,0.77,0.9921177284232894,47.29,36.08,26.49,0.034432593232138896,0.10853877278605097,0.03768500029618231,0.12575470070726236,0.77,0.9655674067678611,0.5499507364468423,0.5715773463131396
674,Glass,Glass,Cosmetics,8.04902277914051,14.67,0.02,1.7494579696264734,62.67,197.17,90.92,0.10095205503479186,0.7805030659491928,0.6740757198486274,0.3910643436260135,0.02,0.8990479449652081,0.4013284483699352,0.5186669362921117
675,Molded Pulp,Fiber,Pharmaceuticals,5.231190480968984,3.22,0.59,0.6365805155002167,69.34,80.0,82.25,0.0032046949008880357,0.29174487965628,0.20320100405546268,0.5061238571675005,0.59,0.996795305099112,0.5062334738284171,0.6356418318258843
676,Kraft Paper,Fiber,E-commerce,6.947135850725819,14.37,0.59,0.8931553233519129,80.69,10.88,,0.025740428778305274,0.003420514745755643,0.48994457244494766,0.7019147835087114,0.59,0.9742595712216947,0.7939255201305256,0.7686366653453769
677,Bioplastic PLA,Bioplastic,Pharmaceuticals,5.224077804336105,15.79,0.58,1.3902366864430769,57.05,89.1,70.43,0.06940057377789247,0.3297042506152755,0.20201243808217564,0.2941176470588235,0.58,0.9305994262221076,0.482982424863705,0.5659502073025408
678,Bioplastic PLA,Bioplastic,Retail,5.795711198091484,6.05,0.8,2.096231447471095,93.08,57.2,72.66,0.13141020826458943,0.19663788428648898,0.2975354086993795,0.9156460238054166,0.8,0.8685897917354106,0.6010314329078583,0.743717541378609
679,Rigid PVC,Plastic,Cosmetics,7.9389408665507375,8.01,0.27,4.72,73.02,66.86,51.69,0.361863659056628,0.23693321653526883,0.6556804486544147,0.5696049680869415,0.27,0.638136340943372,0.7201122495406045,0.5914580031509924
680,Steel,Metal,Retail,9.73101425178796,10.86,0.03,2.486907963348073,69.24,,28.23,0.16572449682502005,,0.9551454120241778,0.504398826979472,0.03,0.83427550317498,,
681,Recycled PET,Plastic,Pharmaceuticals,7.63414414189856,18.7,0.36,2.3847950936663715,46.16,79.83,77.72,0.1567556176280557,0.2910357485504526,0.6047473000818712,0.10626185958254264,0.36,0.8432443823719443,0.6672774709024769,0.5555197843618982
682,Glass,Glass,Pharmaceuticals,7.515805654089879,13.59,0.08,1.5233396811792597,77.49,135.0,52.58,0.08109140848133567,0.5211696491886706,0.5849723113962553,0.646713817491806,0.08,0.9189085915186643,0.5212871350452998,0.605834355854911
683,Aluminum,Metal,Food,8.341775174780132,1.73,0.04,8.792390531038961,71.63,120.01,67.25,0.7195539171955124,0.4586409710924791,0.7229961971900309,0.5456270484733482,0.04,0.2804460828044876,0.614013896220525,0.4250623283101503
684,Paperboard,Fiber,Retail,6.005929659773293,3.88,0.49,0.995731178200127,70.63,52.05,14.6,0.03474997334919736,0.1751553831393651,0.3326640281218801,0.5283767465930653,0.49,0.9652500266508026,0.627972381365133,0.6590098554673252
685,Aluminum,Metal,Pharmaceuticals,9.858751978255173,16.91,0.06,9.855729946753344,46.52,107.4,28.17,0.8129502030372568,0.40604012847787097,0.9764910633198011,0.1124719682594446,0.06,0.18704979696274315,0.7469723482411978,0.3720015261329914
686,Compostable Film,Bioplastic,Retail,6.11352578602786,8.93,0.97,2.22,88.43,,15.13,0.14228117095004822,,0.35064391124105665,0.8354321200621012,0.97,0.8577188290499518,,
687,Recycled PET,Plastic,E-commerce,7.1432253789398,5.07,0.23,3.4580079944473057,85.77,64.26,63.88,0.2510191212366787,0.22608768197555584,0.5227121721802792,0.7895463170605485,0.23,0.7489808787633213,0.6734322596867781,0.6377328091808285
688,Glass,Glass,Food,7.559958187320568,3.01,0.04,1.4868218181571733,41.26,91.01,66.29,0.07788393519224568,0.3376715471572186,0.5923504337742403,0.021735380369156426,0.04,0.9221160648077543,0.634337245215365,0.5048012501974228
689,HDPE,Plastic,Electronics,7.538985866383873,18.48,0.18,4.42,83.6,62.95,24.14,0.3355137604838384,0.2206232011012389,0.5888458477607302,0.7521131619803346,0.18,0.6644862395161616,0.7031644184435488,0.6114441936378757
690,Paperboard,Fiber,Food,4.56113124567257,,0.9,0.8446544604607731,66.89,80.58,90.22,0.021480452718724244,0.2941642681349852,0.09123055351107806,0.4638606175608073,0.9,0.9785195472812758,0.4599936605234401,0.6454494581785121
691,Paperboard,Fiber,Pharmaceuticals,4.971037709212731,18.77,0.6,0.6798670494215533,96.9,69.56,78.52,0.007006680828870821,0.2481958870395862,0.15972809669223212,0.9815421769880974,0.6,0.9929933191711292,0.5149737064531411,0.7289226674314666
692,Bioplastic PHA,Bioplastic,E-commerce,5.850872877232834,7.52,0.43,1.226870243102402,78.68,51.28,6.07,0.05505160973714526,0.17194343636591164,0.3067532177241434,0.6672416767293429,0.43,0.9449483902628547,0.6195352252701104,0.666991980514667
693,Molded Pulp,Fiber,Pharmaceuticals,5.522831136053365,19.51,0.99,0.7577218509658645,90.42,,50.09,0.013844901242528363,,0.2519357036561807,0.8697602208038641,0.99,0.9861550987574716,,
694,Kraft Paper,Fiber,Cosmetics,4.727229197245241,18.88,0.61,0.7756766629382086,78.96,40.05,27.88,0.015421926157077609,0.12509906978684351,0.11898640178897564,0.6720717612558219,0.61,0.9845780738429224,0.5725351188434842,0.6763201942938097
695,Glass,Glass,Retail,7.229673649478407,14.97,0.05,1.6804928462729103,76.65,143.25,57.43,0.09489464168337083,0.5555833646185292,0.5371581364937309,0.6322235639123686,0.05,0.9051053583166292,0.48151323582637484,0.5795704428834292
696,Kraft Paper,Fiber,Food,5.831860127324898,7.55,0.92,0.9928559517977676,63.27,95.3,40.69,0.034497433602277444,0.35556667918074497,0.30357608641822603,0.40141452475418327,0.92,0.9655025663977226,0.5080904270588433,0.6653138902766869
697,Rigid PVC,Plastic,Automotive,6.577261106480512,21.46,0.35,3.32,60.28,63.67,29.68,0.23889746571694329,0.22362657990239018,0.42813654178656085,0.34983612213213733,0.35,0.7611025342830567,0.6370786687731902,0.5528813060832981
698,Compostable Film,Bioplastic,E-commerce,6.162476442845224,13.26,0.75,2.48,79.16,,,0.1651177497131325,,0.35882382550768,0.6755218216318785,0.75,0.8348822502868675,,
699,HDPE,Plastic,Food,6.308725430548405,7.09,0.36,4.91,76.44,26.57,14.51,0.3785519281527281,0.0688691444541776,0.383262806693487,0.628601000517509,0.36,0.6214480718472719,0.7119836360048882,0.5824768113282542
700,Molded Pulp,Fiber,Automotive,5.4434203055644526,22.37,0.87,0.9663736379620564,88.4,15.06,72.28,0.03217141265713153,0.020856797230217328,0.23866573288409831,0.8349146110056928,0.87,0.9678285873428685,0.6829522148155088,0.7824361253962862
701,Aluminum,Metal,Pharmaceuticals,9.06517886510317,7.65,0.1,8.45907548747687,73.63,124.98,69.1,0.6902778585600255,0.4793726275393151,0.8438807889755754,0.580127652233914,0.1,0.30972214143997445,0.6499287390666411,0.470812436542993
702,HDPE,Plastic,Automotive,6.103647073644854,10.96,0.25,2.54,93.43,97.85,25.01,0.17038772942769043,0.36620364576815584,0.34899312602975485,0.9216836294635158,0.25,0.8296122705723096,0.5198750629510084,0.6355884854051236
703,Steel,Metal,Cosmetics,8.673208556387841,6.19,0.02,2.4020977853446044,74.43,213.22,32.85,0.15827536486391464,0.8474533850581905,0.7783804723543714,0.5939278937381406,0.02,0.8417246351360854,0.4028801579068343,0.5528610560005994
704,HDPE,Plastic,E-commerce,6.2688293538779485,19.71,0.19,3.24,60.56,60.81,27.71,0.2318708260975328,0.2116964918867059,0.37659596077236757,0.3546662066586166,0.19,0.7681291739024672,0.6236204891769235,0.523436711873931
705,Molded Pulp,Fiber,Pharmaceuticals,4.190124911418304,18.12,0.46,1.1059700122459386,92.61,25.19,,0.04443258033549642,0.06311266841863764,0.02923342816305742,0.9075383819216837,0.46,0.9555674196645035,0.5738257702140404,0.6835576876535037
706,Paperboard,Fiber,E-commerce,6.969880697169836,14.18,0.58,0.6473678533300011,57.62,18.37,17.95,0.004152179093172158,0.034663996996621205,0.4937453568677948,0.30395031913058473,0.58,0.9958478209068279,0.7766997445491453,0.6900938819222311
707,Recycled PET,Plastic,Food,6.6447076899494455,1.97,0.23,3.061752645844653,82.55,85.6,54.05,0.21621482708799444,0.31510449255412337,0.4394072234530184,0.7340003450060376,0.23,0.7837851729120056,0.5867001938487334,0.6070513916822944
708,Bioplastic PLA,Bioplastic,Pharmaceuticals,6.6197488917092695,4.97,0.47,1.8153073260139687,53.3,64.01,9.92,0.10673580124110511,0.225044842114045,0.43523647594774356,0.22942901500776258,0.47,0.8932641987588948,0.6390676851106705,0.5876556315016629
709,Tinplate,Metal,Retail,8.509281309527527,5.1,0.04,,48.15,163.72,35.76,,0.6409710924790389,0.7509873603419234,0.14058996032430565,0.04,,0.515812288649346,
710,Paperboard,Fiber,Pharmaceuticals,6.044508166671788,10.41,0.81,0.6572077420227448,47.64,89.83,29.75,0.00501644598990994,0.33274934301088727,0.3391107011489943,0.1317923063653614,0.81,0.9949835540100901,0.5359946746530654,0.6142632662542651
711,Recycled PET,Plastic,Cosmetics,7.520455719779373,16.71,0.23,2.687450962292985,52.63,17.05,56.61,0.18333878909729165,0.029157802527843828,0.5857493620253437,0.21787131274797314,0.23,0.8166612109027084,0.8168050632934312,0.5858488278462993
712,Compostable Film,Bioplastic,Food,6.191277481215689,9.46,0.97,1.48,76.2,92.15,83.81,0.07728475447050057,0.3424268969257081,0.3636366317084041,0.6244609280662412,0.97,0.9227152455294995,0.5399985145279368,0.7185700510749226
713,Kraft Paper,Fiber,Electronics,5.414728565650475,9.06,0.61,0.9392874009910328,85.9,71.25,31.96,0.029792347334114816,0.2552454845033997,0.23387119103490017,0.7917888563049854,0.61,0.9702076526658852,0.5404011857119202,0.6994074825922327
714,Paperboard,Fiber,Electronics,5.235522742441805,27.45,0.96,0.716042178114293,90.38,25.66,9.16,0.01018405073524183,0.06507320735827807,0.20392494791510257,0.8690702087286527,0.96,0.9898159492647581,0.6425260547510742,0.7957828350044368
715,Compostable Film,Bioplastic,Food,5.69773653308599,2.6,0.4,2.61,44.45,85.51,66.1,0.17653603909467463,0.3147290702039795,0.28116332276320494,0.07676384336725897,0.4,0.8234639609053254,0.5236278869828942,0.4814152609670935
716,Bioplastic PLA,Bioplastic,E-commerce,6.859058288495652,15.86,0.78,2.4185472205004235,59.97,46.79,71.09,0.15972016802369968,0.1532140324531765,0.4752263448521287,0.3444885285492496,0.78,0.8402798319763003,0.6981621184689456,0.6600448194051893
717,Molded Pulp,Fiber,Automotive,6.491858223363187,25.63,0.52,1.1949827600364635,45.37,45.95,42.7,0.0522508365887152,0.14971009051849998,0.4138652672533383,0.09263412109711916,0.52,0.9477491634112848,0.6757200525902353,0.5911681131157019
718,Bioplastic PLA,Bioplastic,Electronics,6.930053821333026,27.65,0.48,2.0035335059936625,41.07,55.8,64.22,0.12326827041180034,0.1907979810620281,0.4870900747728465,0.018457823011902713,0.48,0.8767317295881997,0.6803572412719217,0.5575094012741055
719,Tinplate,Metal,Pharmaceuticals,8.24859444697109,6.39,0.03,4.97,43.66,191.67,93.54,0.383821907867286,0.7575605889959538,0.7074252035744939,0.06313610488183538,0.03,0.616178092132714,0.4284337280322253,0.379831600981687
720,Tinplate,Metal,Electronics,9.461734950407289,17.5,0.01,5.16,57.39,105.16,,0.4005101769633861,0.3966962833187336,0.9101474131763105,0.2999827496981197,0.01,0.5994898230366139,0.7260411952792841,0.5138685369880602
721,Steel,Metal,E-commerce,9.876680913642076,9.03,0.09,2.123606892700425,81.47,137.32,86.92,0.1338146756151821,0.5308472031034914,0.9794870834733993,0.715370018975332,0.09,0.8661853243848179,0.6732865115272648,0.6826999373396678
722,Paperboard,Fiber,E-commerce,4.543699198496981,2.52,0.79,0.888235879109156,66.08,41.07,20.55,0.025308339255534815,0.12935385642180786,0.08831756601184865,0.44988787303777816,0.79,0.9746916607444652,0.5577147125516547,0.6491455075699937
723,Kraft Paper,Fiber,Food,4.1994888021003325,9.64,0.91,1.055681427005668,63.59,78.61,17.95,0.04001558326732905,0.28594669002627954,0.030798183938793036,0.40693462135587377,0.91,0.959984416732671,0.44075125955974953,0.6191498825747928
724,Aluminum,Metal,Cosmetics,9.482241298580115,12.56,0.05,10.18172747762762,40.43,163.4,69.63,0.8415835426156467,0.639636257456305,0.9135741326706187,0.007417629808521644,0.05,0.15841645738435328,0.5816478985944644,0.29327785109268834
725,Molded Pulp,Fiber,E-commerce,5.723419339539736,6.19,0.89,0.6435911741173199,52.22,31.3,61.52,0.0038204620458517826,0.08859967463396322,0.28545505587930464,0.21079868897705709,0.89,0.9961795379541483,0.6610222175713438,0.6683146591624223
726,Bioplastic PHA,Bioplastic,Electronics,6.683657553516544,11.46,0.92,1.7687539731554975,65.99,93.67,23.38,0.10264688082095845,0.3487673632836942,0.4459159521482076,0.4483353458685526,0.92,0.8973531191790416,0.5691059628890666,0.6837410908645104
727,Kraft Paper,Fiber,Food,4.419317129878868,9.96,0.69,1.1644825320629877,72.82,92.51,77.07,0.049571910210221705,0.34392858632628376,0.06753266293286683,0.5661549077108848,0.69,0.9504280897897783,0.42065591337737646,0.6137766531167412
728,Glass,Glass,Food,8.59053462371978,6.28,0.05,1.3673919020775664,66.91,109.5,87.34,0.06739404794139764,0.41479998331456225,0.7645652199087813,0.46420562359841294,0.05,0.9326059520586023,0.6569460979747752,0.6208159568218351
729,Glass,Glass,Automotive,7.403254640095489,20.66,0.06,1.0415652620434148,47.5,125.1,13.92,0.03877571821735525,0.4798731906728403,0.5661644402673627,0.1293772641021218,0.06,0.9612242817826447,0.5385418617032409,0.5144946468077642
730,Rigid PVC,Plastic,E-commerce,6.327311885731409,16.0,0.17,2.91,63.57,93.39,68.94,0.20288593766746424,0.34759938263880197,0.38636870189086214,0.4065896153182681,0.17,0.7971140623325358,0.5459878511730637,0.5210859747457665
731,Paperboard,Fiber,Cosmetics,4.492797393792979,3.52,0.99,1.1503947395688232,56.55,62.72,14.85,0.048334537199102565,0.2196637884286489,0.07981160458933641,0.28549249611868205,0.99,0.9516654628008975,0.5001263687785452,0.6241108907175755
732,Aluminum,Metal,Electronics,9.629149440462765,21.2,0.02,8.805455128543898,85.06,201.01,60.3,0.7207014199260103,0.7965210862219997,0.938123262014328,0.7772986027255477,0.02,0.27929858007398967,0.49733665307253144,0.46039578403687215
733,Paperboard,Fiber,Pharmaceuticals,5.9955916620886,7.96,0.55,0.7810345844216271,62.58,75.94,66.63,0.015892528449241102,0.2748091603053435,0.33093649390176033,0.38951181645678795,0.55,0.984107471550759,0.5674891013774981,0.6306005294911359
734,Kraft Paper,Fiber,E-commerce,5.569196274307358,7.06,0.65,0.7152944474026071,41.14,89.15,91.9,0.010118375307199544,0.3299128185875777,0.25968356406370974,0.01966534414352252,0.65,0.9898816246928005,0.5059257344729373,0.55084734626115
735,Molded Pulp,Fiber,Food,5.076491452370508,9.98,0.91,0.8311505454100483,96.86,68.51,71.78,0.020294363412317027,0.24381595962124059,0.17734997623806767,0.980852164912886,0.91,0.979705636587683,0.5246504147224826,0.7754797252633097
736,Corrugated Cardboard,Fiber,E-commerce,6.631601622439325,7.56,0.62,1.1297260539820444,87.03,46.03,,0.04651914463628757,0.15004379927418346,0.4372171300901172,0.811281697429705,0.62,0.9534808553637124,0.6848605724715369,0.7562374522219506
737,Glass,Glass,Retail,7.784890214845271,10.71,0.09,1.41550868760315,45.07,192.38,79.3,0.07162028933555696,0.7605222542026446,0.6299377680532188,0.08745903053303433,0.09,0.928379710664443,0.3956617546997008,0.47141493478618685
738,LDPE,Plastic,Food,7.633198878943154,8.25,0.36,3.22,95.23,14.49,18.49,0.23011416619268013,0.018479122345972553,0.604589341630701,0.952734172848025,0.36,0.7698858338073199,0.8307482632446969,0.7436585846860453
739,Steel,Metal,Retail,8.878269817140437,13.61,0.0,1.9434168919054988,42.59,121.46,6.26,0.11798804813259152,0.464689442289242,0.8126472961606435,0.044678281869932786,0.0,0.8820119518674084,0.6462452530907121,0.5163652848229514
740,Recycled PET,Plastic,Cosmetics,6.753888858849815,,0.35,3.316745117228061,71.44,51.36,49.91,0.23861157961392027,0.17227714512159512,0.4576519756014295,0.5423494911160945,0.35,0.7613884203860797,0.6796945031676147,0.6050752476910894
741,Glass,Glass,Pharmaceuticals,7.925359571339213,11.06,0.08,1.7036654839612235,48.66,157.79,20.51,0.09692996385920769,0.6162349309640012,0.653410942223184,0.1493876142832499,0.08,0.9030700361407923,0.49162341831087286,0.5010454824989243
742,Rigid PVC,Plastic,Cosmetics,6.602755748328284,4.83,0.39,3.8,44.23,66.41,27.79,0.2810573034334066,0.23505610478454927,0.43239683159944564,0.07296877695359663,0.39,0.7189426965665934,0.6319250697690486,0.4899975149629041
743,Tinplate,Metal,Automotive,9.495218760352502,29.58,0.05,4.91,83.7,119.87,54.22,0.3785519281527281,0.458056980770033,0.9157427353329398,0.753838192168363,0.05,0.6214480718472719,0.6914629056711561,0.6091420599389371
744,LDPE,Plastic,Food,7.005440780184959,3.67,0.1,4.91,93.22,78.81,12.12,0.3785519281527281,0.2867809619154883,0.49968763526179033,0.9180610660686562,0.1,0.6214480718472719,0.6278064769554231,0.5919670175329477
745,LDPE,Plastic,Electronics,6.464425390293634,5.4,0.28,4.9,92.37,72.71,13.7,0.3776735982003018,0.2613356692946231,0.40928109541195185,0.9033983094704159,0.28,0.6223264017996982,0.6069110365880068,0.6020334511221895
746,Bioplastic PHA,Bioplastic,Automotive,6.799149146549137,25.26,0.88,2.30586763756901,64.24,44.9,31.02,0.1498231827521431,0.14533016310015434,0.46521520962389573,0.4181473175780575,0.88,0.8501768172478569,0.6988879859894657,0.6919260261497246
747,Molded Pulp,Fiber,Food,5.151673664119635,7.83,0.46,0.7671573479670775,87.25,94.25,51.22,0.014673649205747766,0.3511867517623994,0.1899133224006634,0.8150767638433672,0.46,0.9853263507942522,0.46525327790282567,0.6629179097227218
748,Corrugated Cardboard,Fiber,Food,5.630658583341965,,0.91,0.9158675409266916,67.37,54.13,81.21,0.027735310876500434,0.18383181078713554,0.2699542417464952,0.4721407624633432,0.91,0.9722646891234996,0.5976826102263167,0.6990236359609472
749,Aluminum,Metal,Food,9.812944221929094,9.41,0.07,11.9399586245635,92.68,190.69,52.5,0.9960142505799132,0.7534726567388312,0.9688363443873927,0.9087459030533036,0.07,0.003985749420086782,0.5354509437116584,0.42419127580334065
750,Recycled PET,Plastic,Pharmaceuticals,7.248475991827984,15.92,0.13,3.1580187144649856,49.89,50.26,23.94,0.224670164235151,0.1676886497309473,0.5403001075811685,0.17060548559599795,0.13,0.775329835764849,0.7155068531938991,0.5191267719052459
751,Aluminum,Metal,Cosmetics,8.233796081416727,11.93,0.04,8.108669684902239,96.0,156.6,28.24,0.6595006673694974,0.6112710132232094,0.7049523182366633,0.9660169052958427,0.04,0.3404993326305026,0.5152183193607397,0.5006529925121705
752,Recycled PET,Plastic,Automotive,7.87966424722695,25.19,0.16,2.097806886890738,41.23,47.7,74.83,0.13154858382764,0.15700996954907606,0.645775011309765,0.02121787131274792,0.16,0.86845141617236,0.7641040227944604,0.5443825059438492
753,Corrugated Cardboard,Fiber,Retail,5.883124159214254,5.69,0.85,0.924751963768633,89.45,27.84,83.7,0.0285156563457102,0.07416677095065283,0.3121425779237623,0.8530274279799898,0.85,0.9714843436542898,0.6803569685991132,0.7908542886344394
754,Kraft Paper,Fiber,Retail,5.004716843971258,7.75,0.94,1.2364541441030923,50.35,54.37,12.37,0.05589339246814476,0.18483293705418594,0.16535605866068276,0.17854062446092808,0.94,0.9441066075318553,0.5552426612317616,0.6152863783257508
755,Steel,Metal,E-commerce,8.278544145326775,15.23,0.03,2.1770912585669,47.38,237.2,49.42,0.13851236766788738,0.9474825845743128,0.7124299569483817,0.12730722787648788,0.03,0.8614876323321126,0.31648243203476506,0.4387713389784607
756,Molded Pulp,Fiber,Pharmaceuticals,6.3820755678108885,11.51,0.52,0.9484687556240032,62.24,85.34,82.88,0.030598773211913424,0.3140199390981521,0.39552000349660177,0.3836467138174918,0.52,0.9694012267880866,0.5697960379397494,0.6275507206345219
757,Aluminum,Metal,Pharmaceuticals,9.240145511857026,4.07,0.06,8.421894799826521,51.64,232.02,22.55,0.6870121673985147,0.9258749426438077,0.8731186432357332,0.20079351388649302,0.06,0.3129878326014853,0.3937224917080087,0.3287975398083197
758,LDPE,Plastic,Food,7.066922183952643,6.75,0.31,2.78,89.27,57.96,47.42,0.19146764828592205,0.199808117465482,0.5099615037757038,0.8499223736415387,0.31,0.8085323517140779,0.6840997310309923,0.6810652633778496
759,Paperboard,Fiber,Cosmetics,6.681677749152873,4.12,0.85,1.059746073307006,41.59,46.33,94.42,0.04037259332657746,0.1512952071079965,0.44558511634308373,0.027427979989649878,0.85,0.9596274066734225,0.6874569222724356,0.6372965602023739
760,HDPE,Plastic,Retail,7.577194422449061,5.12,0.32,3.76,79.44,28.26,72.11,0.27754398362370136,0.07591874191799108,0.5952307000423004,0.6803519061583577,0.32,0.7224560163762986,0.7925410348661255,0.6584655148653227
761,Tinplate,Metal,Cosmetics,8.303349759465503,10.88,0.09,4.03,82.34,233.31,10.55,0.301258892339212,0.9312559963292038,0.7165751065781975,0.7303777816111783,0.09,0.698741107660788,0.3278764448337568,0.522824510486731
762,Steel,Metal,Electronics,8.623444135591097,19.16,0.06,2.3754722124201577,66.68,,38.25,0.15593676104390936,,0.7700645738126151,0.46023805416594804,0.06,0.8440632389560907,,
763,Tinplate,Metal,Food,8.496978279628932,1.09,0.09,5.14,59.24,208.46,50.7,0.3987535170585334,0.8275977140950236,0.7489314588212208,0.33189580817664316,0.09,0.6012464829414665,0.40301395507147414,0.43589974116775926
764,Aluminum,Metal,Automotive,9.487892585145351,10.44,0.08,9.52168003003025,57.24,120.34,18.11,0.7836095982909157,0.4600175197096734,0.914518492616027,0.2973952044160773,0.08,0.2163904017090843,0.6897968852206068,0.4002972319626952
765,Bioplastic PHA,Bioplastic,Automotive,5.067064869471559,28.75,0.82,2.163417776387991,54.12,132.64,23.84,0.1373113847727171,0.511325240896008,0.17577474426052112,0.24357426254959458,0.82,0.8626886152272829,0.36351475316660364,0.5389775997958067
766,LDPE,Plastic,Pharmaceuticals,7.139779369742633,18.09,0.26,3.16,84.5,93.4,48.53,0.2248441864781222,0.34764109623326245,0.5221363257743772,0.7676384336725893,0.26,0.7751558135218778,0.6002698725697935,0.6273555315109673
767,Kraft Paper,Fiber,Food,6.287376057222072,7.14,0.93,1.275133657730568,54.12,93.85,14.44,0.05929073000457416,0.349518207983982,0.37969521322672084,0.24357426254959458,0.93,0.9407092699954258,0.5421671605002991,0.6439389449562936
768,Paperboard,Fiber,Automotive,6.6302969102852485,21.31,0.41,0.7426365213893824,60.97,46.58,77.84,0.012519911561603675,0.15233804696950734,0.43699910577222534,0.36173883042953253,0.41,0.9874800884383963,0.6833968141271857,0.6446409067264444
769,Aluminum,Metal,Pharmaceuticals,8.684163497431815,5.18,0.1,10.093318524778963,60.59,175.48,49.4,0.8338183194806846,0.69002627956451,0.7802111010805589,0.3551837157150251,0.1,0.16618168051931537,0.4980686726935176,0.3384295255802349
770,Bioplastic PHA,Bioplastic,Cosmetics,6.642514609344026,8.91,0.98,1.4307069371268633,60.54,86.14,40.16,0.0729551971136696,0.3173570266549869,0.43904074805721205,0.35432120062101086,0.98,0.9270448028863304,0.5852020832298926,0.6861822766032957
771,Aluminum,Metal,E-commerce,8.221263473910415,5.98,0.07,11.171417676135356,64.08,125.38,21.88,0.9285109971128562,0.48104117131773244,0.702858053080603,0.4153872692772123,0.07,0.07148900288714377,0.5925185184416017,0.3334395896400464
772,Recycled PET,Plastic,Pharmaceuticals,7.692904583469036,12.02,0.37,2.866390048821736,59.01,,39.98,0.19905554503309236,,0.6145664813874205,0.327928238744178,0.37,0.8009444549669076,,
773,Molded Pulp,Fiber,Retail,4.382465986995947,14.12,0.99,1.0442076922852126,67.43,56.77,22.15,0.039007810780212065,0.19484419972469028,0.061374641590394276,0.4731757805761602,0.99,0.9609921892197879,0.5076433368013435,0.6644811112405437
774,Paperboard,Fiber,Cosmetics,5.191861871681102,2.92,0.92,1.158539911731126,92.17,94.68,65.38,0.04904995206688452,0.35298043632419807,0.19662898494240585,0.8999482490943592,0.92,0.9509500479331154,0.4668633321824435,0.7396533957386581
775,Tinplate,Metal,Food,9.594590731559109,8.52,0.1,5.55,76.07,,81.45,0.4347650451080125,,0.9323483185431544,0.6222183888218042,0.1,0.5652349548919875,,
776,Tinplate,Metal,E-commerce,8.299834854697547,,0.07,4.42,72.99,230.16,43.89,0.3355137604838384,0.9181162140741668,0.7159877473571661,0.5690874590305329,0.07,0.6644862395161616,0.3355253704983664,0.4791434810212633
